,id,ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,central_air,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,saleprice,total_bldg_sqft,bldg_age,total_baths,total_porch
1797,2683,30,RM,6000.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,Unf,GasA,1,2,1,Gd,5,Typ,1,Unf,2,440.0,TA,TA,Y,166.0,110500.0,2206.0,81,1,120.0
1798,2173,20,RL,8240.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,Stone,198.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Min2,0,Fin,2,622.0,TA,TA,P,0.0,110000.0,2358.0,47,1,0.0
1800,1066,60,RL,10625.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,8,Typ,1,RFn,3,871.0,TA,TA,Y,320.0,284000.0,3044.0,5,3,62.0
1801,1261,60,RL,9247.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,4,1,TA,8,Typ,1,Fin,2,490.0,TA,TA,Y,0.0,171000.0,2574.0,46,1,204.0
1802,537,60,RL,10628.0,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Gd,Unf,Unf,GasA,1,3,1,Gd,8,Typ,0,RFn,2,478.0,TA,TA,Y,146.0,193000.0,2647.0,5,2,91.0
1803,2301,20,RL,11000.0,IR2,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,No,LwQ,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,2,502.0,TA,TA,Y,0.0,135000.0,2268.0,31,2,132.0
1804,2854,70,RL,9399.0,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,8,Gable,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,Mn,Unf,Unf,GasA,1,4,1,Gd,7,Typ,1,Unf,1,288.0,Fa,TA,N,0.0,167000.0,2454.0,87,1,212.0
1805,2649,20,RM,7200.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,0,RFn,1,528.0,TA,TA,Y,0.0,105000.0,1440.0,56,1,115.0
1806,2776,20,RL,10264.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,TA,Av,ALQ,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,472.0,TA,TA,Y,158.0,214000.0,3176.0,7,2,29.0
1807,2403,60,RL,13215.0,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,9,Typ,1,RFn,3,746.0,TA,TA,Y,168.0,279000.0,3334.0,2,3,127.0
1808,2355,80,RL,10530.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,TA,TA,CBlock,Fa,No,ALQ,Unf,GasA,1,3,1,Gd,8,Typ,1,RFn,2,485.0,TA,TA,Y,48.0,184500.0,2550.0,31,3,28.0
1809,1983,50,RM,6000.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,2,1,TA,6,Typ,0,Unf,1,308.0,TA,TA,Y,0.0,120000.0,1832.0,59,1,176.0
1810,547,60,RL,7703.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,No,GLQ,Rec,GasA,1,3,1,Gd,6,Typ,0,RFn,2,528.0,TA,TA,Y,0.0,171500.0,2546.0,17,2,259.0
1811,1842,160,FV,4251.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,Gd,5,Typ,0,RFn,2,528.0,TA,TA,Y,0.0,164700.0,1875.0,1,2,54.0
1812,2748,60,RL,12128.0,IR1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,Gd,TA,CBlock,TA,No,ALQ,Unf,GasA,1,4,1,Ex,9,Typ,1,RFn,2,506.0,TA,TA,Y,0.0,209000.0,3427.0,17,2,413.0
1813,2425,120,RM,3072.0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,7,Typ,1,Fin,2,388.0,TA,TA,Y,143.0,225000.0,2913.0,2,3,20.0
1816,2114,60,RL,14364.0,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,TA,Gd,GLQ,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,454.0,TA,TA,Y,60.0,277000.0,3219.0,19,3,209.0
1817,1890,20,RL,8680.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,1,312.0,TA,TA,Y,0.0,117600.0,1788.0,47,1,0.0
1818,621,50,RL,9600.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,BLQ,Unf,GasA,1,3,1,TA,6,Min2,0,Unf,1,271.0,TA,TA,Y,0.0,140000.0,2524.0,59,1,0.0
1821,2472,20,RL,11024.0,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,118.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,Gd,6,Typ,0,RFn,2,612.0,TA,TA,Y,144.0,186800.0,2800.0,1,2,55.0
1822,610,60,RL,8970.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,4,1,TA,7,Typ,1,Fin,2,549.0,TA,TA,Y,0.0,177500.0,2884.0,44,2,304.0
1823,1950,30,RL,10800.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,4,1,TA,5,Typ,0,Unf,1,216.0,Fa,Fa,Y,0.0,64500.0,1624.0,80,2,0.0
1824,94,120,FV,4835.0,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,1,Fin,2,506.0,TA,TA,Y,168.0,260000.0,2976.0,6,3,50.0
1825,1745,20,RL,3710.0,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,2,1,Gd,6,Typ,1,Fin,2,388.0,TA,TA,Y,100.0,185485.0,2532.0,0,2,16.0
1826,744,30,RM,6120.0,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,BLQ,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,1,180.0,Fa,TA,Y,48.0,105000.0,1590.0,78,2,0.0
1827,1859,80,RL,9600.0,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,RFn,2,512.0,TA,TA,Y,113.0,187000.0,2383.0,31,2,100.0
1828,2343,20,RL,14145.0,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,Mn,ALQ,Unf,GasA,1,3,1,Gd,8,Typ,0,RFn,2,440.0,TA,TA,Y,108.0,202500.0,2829.0,22,3,45.0
1829,1713,20,RL,9926.0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,3,878.0,TA,TA,Y,100.0,245700.0,3228.0,2,3,38.0
1830,1816,160,RL,8012.0,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,2,RFn,1,283.0,TA,TA,Y,340.0,128000.0,1896.0,27,1,0.0
1831,2390,60,RL,10240.0,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,TA,Mn,Unf,Unf,GasA,1,3,1,Ex,8,Typ,1,RFn,3,878.0,TA,TA,Y,192.0,275500.0,3128.0,1,2,52.0
1832,364,60,RL,10762.0,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,9,Typ,1,Fin,2,490.0,TA,TA,Y,0.0,225000.0,2961.0,10,2,0.0
1833,684,80,RL,8000.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,Av,GLQ,Rec,GasA,1,3,1,TA,6,Typ,0,RFn,1,288.0,TA,TA,Y,0.0,138000.0,1711.0,50,2,0.0
1834,32,160,RM,1680.0,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,264.0,TA,TA,Y,0.0,88000.0,1617.0,39,1,0.0
1836,1129,20,FV,10625.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,3,660.0,TA,TA,Y,133.0,256000.0,3320.0,1,2,120.0
1837,165,20,RL,7200.0,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Mn,BLQ,Rec,GasA,1,3,1,Gd,5,Typ,0,Unf,2,576.0,TA,TA,Y,222.0,134800.0,1800.0,59,1,32.0
1838,935,160,RM,1612.0,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,1,Fin,2,462.0,TA,TA,Y,154.0,121000.0,1790.0,29,1,0.0
1839,1802,60,FV,10207.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,Fin,2,578.0,TA,TA,Y,144.0,227875.0,2635.0,0,3,105.0
1840,250,20,RL,10475.0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,3,776.0,TA,TA,Y,160.0,245350.0,3388.0,2,2,33.0
1842,236,30,RL,10625.0,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,No,ALQ,Unf,GasA,0,2,1,TA,5,Typ,0,Unf,1,366.0,Fa,TA,Y,0.0,83000.0,1293.0,90,1,77.0
1843,2117,60,RL,53107.0,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,9,Typ,2,Fin,2,501.0,TA,TA,Y,216.0,240000.0,3533.0,15,3,231.0
1844,2029,45,RM,5680.0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,No,Unf,Unf,GasA,0,3,1,TA,7,Typ,0,Unf,1,240.0,TA,Fa,Y,0.0,113000.0,1765.0,106,2,102.0
1845,636,20,RL,12400.0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,Fa,No,Rec,Unf,GasA,1,3,1,TA,6,Typ,0,Unf,1,297.0,TA,TA,Y,0.0,155000.0,2430.0,51,1,234.0
1846,1155,20,RL,6768.0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,Mn,GLQ,Unf,GasA,1,3,1,Gd,5,Typ,0,Unf,1,288.0,TA,TA,Y,168.0,142000.0,1824.0,47,2,0.0
1847,739,45,RM,6000.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,No,Unf,Unf,GasA,1,2,1,TA,4,Typ,0,Unf,1,180.0,TA,TA,Y,0.0,119000.0,1788.0,83,1,105.0
1848,1608,50,RL,12508.0,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Mn,ALQ,Unf,GasA,1,4,1,TA,7,Mod,0,Unf,1,423.0,TA,TA,Y,245.0,160000.0,2733.0,68,3,156.0
1849,1087,60,RL,7415.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,8,Typ,1,Fin,2,398.0,TA,TA,Y,100.0,193000.0,2432.0,4,3,75.0
1850,1774,60,RL,11762.0,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,4,1,Gd,9,Typ,1,RFn,2,517.0,TA,TA,Y,0.0,263000.0,3307.0,15,3,209.0
1851,2816,20,RL,8767.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,Av,GLQ,Unf,GasA,1,3,1,Gd,6,Typ,1,Fin,2,400.0,TA,TA,Y,0.0,164990.0,2620.0,1,2,0.0
1852,2194,20,RL,8190.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,Rec,Unf,GasA,1,3,1,TA,5,Typ,1,Unf,1,280.0,TA,TA,Y,0.0,119000.0,1896.0,53,2,36.0
1853,523,20,FV,7500.0,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,6,Typ,1,RFn,2,692.0,TA,TA,Y,0.0,238500.0,2820.0,3,2,140.0
1854,2767,20,RL,70761.0,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,ALQ,Unf,GasA,1,2,1,Gd,5,Typ,2,Unf,2,576.0,TA,TA,Y,200.0,280000.0,3066.0,31,3,54.0
1855,1837,120,FV,3784.0,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Gd,5,Typ,0,Fin,2,476.0,TA,TA,Y,0.0,193800.0,3076.0,1,3,120.0
1856,2284,120,RM,4224.0,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,6,Typ,1,Unf,2,572.0,TA,TA,Y,100.0,129900.0,2100.0,31,2,110.0
1857,1434,20,RL,9245.0,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,TA,5,Typ,0,Unf,2,672.0,TA,TA,Y,0.0,145000.0,1980.0,14,1,0.0
1858,2794,20,RL,14781.0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,TA,Gd,Unf,Unf,GasA,1,3,1,Gd,7,Typ,1,RFn,3,748.0,TA,TA,Y,198.0,275000.0,3540.0,5,2,150.0
1860,794,20,RL,7440.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,No,BLQ,Unf,GasW,1,3,1,TA,5,Typ,1,RFn,1,252.0,TA,TA,P,328.0,125000.0,2178.0,55,2,0.0
1861,708,30,RM,7404.0,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,No,Unf,Unf,GasA,1,2,1,TA,5,Typ,0,Unf,2,288.0,TA,TA,N,0.0,80000.0,1722.0,89,1,128.0
1862,286,30,RL,4853.0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Artery,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,TA,TA,BrkTil,TA,Mn,Rec,Unf,GasA,0,2,1,Fa,5,Typ,1,Unf,1,260.0,TA,TA,Y,0.0,104000.0,2403.0,86,2,36.0
1863,62,20,RL,10593.0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,1,Fin,2,527.0,TA,TA,Y,240.0,260400.0,3440.0,14,3,210.0
1864,1647,60,RL,12090.0,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,306.0,Gd,TA,CBlock,TA,No,ALQ,Unf,GasA,1,3,1,Gd,6,Typ,1,RFn,2,484.0,TA,TA,Y,167.0,176000.0,2204.0,26,2,72.0
1865,2054,20,RL,11677.0,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,442.0,TA,TA,CBlock,TA,Av,Rec,BLQ,GasA,1,3,1,TA,6,Typ,0,RFn,1,264.0,TA,TA,Y,0.0,123000.0,2080.0,41,2,90.0
1866,1102,60,RL,11000.0,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,Gd,TA,PConc,TA,Mn,Unf,Unf,GasA,1,4,1,Ex,8,Typ,1,RFn,3,687.0,TA,TA,Y,162.0,291000.0,3691.0,8,2,153.0
1867,654,20,RL,8000.0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,No,ALQ,Unf,GasA,1,2,1,TA,5,Typ,1,Unf,1,240.0,TA,TA,Y,0.0,132000.0,1944.0,61,2,0.0
1868,1089,60,RL,8029.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,Gd,8,Typ,0,Fin,2,400.0,TA,TA,Y,100.0,176000.0,2184.0,3,2,24.0
1869,604,20,RL,13495.0,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,No,BLQ,LwQ,GasA,1,3,1,TA,7,Min1,1,Unf,2,576.0,TA,TA,Y,0.0,177625.0,2776.0,53,3,99.0
1870,2838,50,RL,9738.0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,No,BLQ,Unf,GasA,1,4,1,TA,7,Typ,0,Unf,1,392.0,TA,TA,Y,0.0,104900.0,2005.0,82,2,236.0
1871,2777,60,RL,9272.0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,No,GLQ,Unf,GasA,1,3,1,Gd,7,Typ,0,RFn,2,515.0,TA,TA,Y,140.0,196000.0,2591.0,7,2,85.0
1872,1723,120,RL,7841.0,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,394.0,Ex,TA,PConc,TA,No,GLQ,Unf,GasA,1,2,1,Ex,6,Typ,1,RFn,2,564.0,TA,TA,Y,203.0,280000.0,3154.0,2,3,39.0
1873,349,80,RL,8530.0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,400.0,TA,TA,Y,120.0,168500.0,1858.0,14,2,72.0
1874,2313,60,RL,13041.0,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,423.0,TA,TA,Y,0.0,170000.0,2452.0,11,2,84.0
1876,1346,50,RM,6240.0,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Mn,Rec,LwQ,GasA,1,4,1,TA,7,Min2,1,Unf,2,400.0,TA,TA,Y,0.0,150000.0,2998.0,69,2,20.0
1877,2770,20,RL,13015.0,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,No,Unf,Unf,GasA,1,3,1,TA,5,Typ,0,RFn,2,462.0,TA,TA,Y,0.0,145000.0,2200.0,10,1,0.0
1878,2923,90,RL,9297.0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,No,ALQ,Unf,GasA,1,4,2,TA,8,Typ,0,Unf,2,560.0,TA,TA,Y,0.0,188000.0,3456.0,30,4,0.0
1879,1619,60,RL,8773.0,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,Av,Unf,Unf,GasA,1,3,1,TA,7,Typ,1,Fin,2,460.0,TA,TA,Y,100.0,169000.0,2516.0,10,2,38.0
